test_00209,1
test_00210,1
test_00211,0
test_00212,0
test_00213,0
test_00214,1
test_00215,0
test_00216,0
test_00217,1
test_00218,1
test_00219,0
test_00220,0
test_00221,0
test_00222,1
test_00223,0
test_00224,0
test_00225,0
test_00226,0
test_00227,0
test_00228,0
test_00229,1
test_00230,1
test_00231,1
test_00232,0
test_00233,1
test_00234,0
test_00235,1
test_00236,0
test_00237,0
test_00238,0
test_00239,0
test_00240,0
test_00241,0
test_00242,0
test_00243,1
test_00244,1
test_00245,1
test_00246,0
test_00247,1
test_00248,1
test_00249,1
test_00250,1
test_00251,1
test_00252,1
test_00253,1
test_00254,1
test_00255,1
test_00256,1
test_00257,0
test_00258,1
test_00259,1
test_00260,1
test_00261,1
test_00262,0
test_00263,0
test_00264,0
test_00265,0
test_00266,1
test_00267,1
test_00268,1
test_00269,0
test_00270,1
test_00271,0
test_00272,0
test_00273,0
test_00274,0
test_00275,0
test_00276,1
test_00277,1
test_00278,0
test_00279,0
test_00280,0
test_00281,0
test_00282,0
test_00283,1
test_00284,0
test_00285,1
test_00286,0
test_00287,0
test_00288,0
test_00289,1
test_00290,1
test_00291,0
test_00292,1
test_00293,0
test_00294,0
test_00295,1
test_00296,1
test_00297,1
test_00298,1
test_00299,0
test_00300,1
test_00301,0
test_00302,1
test_00303,0
test_00304,0
test_00305,0
test_00306,1
test_00307,1
test_00308,1
test_00309,0
test_00310,0
test_00311,1
test_00312,0
test_00313,1
test_00314,0
test_00315,0
test_00316,0
test_00317,0
test_00318,0
test_00319,0
test_00320,0
test_00321,0
test_00322,1
test_00323,0
test_00324,1
test_00325,1
test_00326,1
test_00327,1
test_00328,0
test_00329,0
test_00330,1
test_00331,1
test_00332,0
test_00333,1
test_00334,0
test_00335,0
test_00336,0
test_00337,0
test_00338,0
test_00339,1
test_00340,0
test_00341,0
test_00342,0
test_00343,0
test_00344,0
test_00345,1
test_00346,0
test_00347,0
test_00348,1
test_00349,1
test_00350,1
test_00351,0
test_00352,1
test_00353,0
test_00354,1
test_00355,1
test_00356,1
test_00357,1
test_00358,0
test_00359,0
test_00360,0
test_00361,0
test_00362,1
test_00363,0
test_00364,1
test_00365,1
test_00366,0
test_00367,0
test_00368,0
test_00369,0
test_00370,0
test_00371,1
test_00372,0
test_00373,1
test_00374,1
test_00375,1
test_00376,1
test_00377,0
test_00378,0
test_00379,1
test_00380,0
test_00381,0
test_00382,0
test_00383,0
test_00384,0
test_00385,0
test_00386,0
test_00387,1
test_00388,1
test_00389,1
test_00390,0
test_00391,0
test_00392,0
test_00393,0
test_00394,1
test_00395,0
test_00396,0
test_00397,1
test_00398,1
test_00399,0
test_00400,1
test_00401,1
test_00402,1
test_00403,1
test_00404,1
test_00405,1
test_00406,0
test_00407,1
test_00408,0
test_00409,0
test_00410,1
test_00411,0
test_00412,0
test_00413,0
test_00414,0
test_00415,1
test_00416,1
test_00417,1
test_00418,1
test_00419,0
test_00420,0
test_00421,0
test_00422,1
test_00423,0
test_00424,1
test_00425,1
test_00426,0
test_00427,1
test_00428,0
test_00429,1
test_00430,1
test_00431,1
test_00432,1
test_00433,0
test_00434,0
test_00435,0
test_00436,0
test_00437,0
test_00438,0
test_00439,1
test_00440,0
test_00441,1
test_00442,1
test_00443,1
test_00444,0
test_00445,1
test_00446,0
test_00447,1
test_00448,1
test_00449,1
test_00450,1
test_00451,0
test_00452,1
test_00453,0
test_00454,1
test_00455,1
test_00456,0
test_00457,1
test_00458,0
test_00459,1
test_00460,1
test_00461,0
test_00462,0
test_00463,1
test_00464,1
test_00465,1
test_00466,1
test_00467,1
test_00468,1
test_00469,1
test_00470,0
test_00471,0
test_00472,0
test_00473,1
test_00474,1
test_00475,0
test_00476,0
test_00477,0
test_00478,0
test_00479,1
test_00480,1
test_00481,0
test_00482,0
test_00483,0
test_00484,0
test_00485,1
test_00486,1
test_00487,0
test_00488,0
test_00489,0
test_00490,0
test_00491,0
test_00492,1
test_00493,0
test_00494,1
test_00495,1
test_00496,1
test_00497,1
test_00498,1
test_00499,0
test_00500,1
test_00501,1
test_00502,1
test_00503,0
test_00504,0
test_00505,1
test_00506,0
test_00507,0
test_00508,0
test_00509,1
test_00510,1
test_00511,1
test_00512,0
test_00513,0
test_00514,0
test_00515,1
test_00516,1
test_00517,1
test_00518,0
test_00519,0
test_00520,0
test_00521,0
test_00522,1
test_00523,0
test_00524,0
test_00525,0
test_00526,0
test_00527,1
test_00528,0
test_00529,0
test_00530,1
test_00531,1
test_00532,0
test_00533,1
test_00534,1
test_00535,1
test_00536,0
test_00537,0
test_00538,1
test_00539,0
test_00540,1
test_00541,0
test_00542,0
test_00543,1
test_00544,1
test_00545,0
test_00546,0
test_00547,0
test_00548,0
test_00549,1
test_00550,0
test_00551,0
test_00552,1
test_00553,0
test_00554,1
test_00555,1
test_00556,0
test_00557,0
test_00558,1
test_00559,1
test_00560,1
test_00561,0
test_00562,1
test_00563,0
test_00564,0
test_00565,0
test_00566,1
test_00567,1
test_00568,0
test_00569,1
test_00570,1
test_00571,1
test_00572,1
test_00573,0
test_00574,0
test_00575,1
test_00576,1
test_00577,0
test_00578,0
test_00579,1
test_00580,0
test_00581,1
test_00582,0
test_00583,1
test_00584,1
test_00585,0
test_00586,1
test_00587,0
test_00588,0
test_00589,1
test_00590,1
test_00591,1
test_00592,1
test_00593,0
test_00594,1
test_00595,1
test_00596,0
test_00597,0
test_00598,1
test_00599,1
test_00600,0
test_00601,0
test_00602,0
test_00603,0
test_00604,0
test_00605,1
test_00606,0
test_00607,0
test_00608,1
test_00609,0
test_00610,1
test_00611,1
test_00612,0
test_00613,0
test_00614,0
test_00615,1
test_00616,0
test_00617,0
test_00618,1
test_00619,0
test_00620,0
test_00621,1
test_00622,1
test_00623,1
test_00624,1
test_00625,0
test_00626,0
test_00627,0
test_00628,1
test_00629,0
test_00630,0
test_00631,0
test_00632,0
test_00633,1
test_00634,0
test_00635,1
test_00636,0
test_00637,1
test_00638,1
test_00639,1
test_00640,1
test_00641,0
test_00642,0
test_00643,0
test_00644,0
test_00645,0
test_00646,0
test_00647,1
test_00648,0
test_00649,1
test_00650,0
test_00651,0
test_00652,0
test_00653,1
test_00654,1
test_00655,0
test_00656,0
test_00657,1
test_00658,0
test_00659,1
test_00660,0
test_00661,1
test_00662,1
test_00663,0
test_00664,1
test_00665,0
test_00666,0
test_00667,0
test_00668,1
test_00669,1
test_00670,0
test_00671,0
test_00672,1
test_00673,0
test_00674,0
test_00675,0
test_00676,0
test_00677,0
test_00678,1
test_00679,0
test_00680,1
test_00681,0
test_00682,1
test_00683,1
test_00684,0
test_00685,1
test_00686,0
test_00687,1
test_00688,1
test_00689,0
test_00690,1
test_00691,0
test_00692,0
test_00693,0
test_00694,0
test_00695,0
test_00696,0
test_00697,1
test_00698,1
test_00699,0
test_00700,1
test_00701,0
test_00702,0
test_00703,0
test_00704,1
test_00705,0
test_00706,1
test_00707,0
test_00708,0
test_00709,0
test_00710,1
test_00711,1
test_00712,1
test_00713,1
test_00714,0
test_00715,0
test_00716,0
test_00717,1
test_00718,0
test_00719,1
test_00720,0
test_00721,0
test_00722,1
test_00723,0
test_00724,0
test_00725,0
test_00726,1
test_00727,0
test_00728,0
test_00729,1
test_00730,0
test_00731,0
test_00732,0
test_00733,0
test_00734,1
test_00735,0
test_00736,1
test_00737,0
test_00738,0
test_00739,1
test_00740,0
test_00741,1
test_00742,0
test_00743,1
test_00744,0
test_00745,1
test_00746,0
test_00747,0
test_00748,0
test_00749,0
test_00750,1
test_00751,0
test_00752,1
test_00753,0
test_00754,1
test_00755,0
test_00756,0
test_00757,1
test_00758,1
test_00759,0
test_00760,1
test_00761,1
test_00762,0
test_00763,0
test_00764,1
test_00765,1
test_00766,0
test_00767,0
test_00768,0
test_00769,1
test_00770,0
test_00771,1
test_00772,0
test_00773,1
test_00774,0
test_00775,0
test_00776,1
test_00777,1
test_00778,0
test_00779,0
test_00780,0
test_00781,1
test_00782,1
test_00783,1
test_00784,0
test_00785,0
test_00786,1
test_00787,0
test_00788,0
test_00789,0
test_00790,0
test_00791,0
test_00792,0
test_00793,1
test_00794,1
test_00795,1
test_00796,0
test_00797,1
test_00798,1
test_00799,0
test_00800,0
test_00801,0
test_00802,0
test_00803,0
test_00804,1
test_00805,0
test_00806,0
test_00807,0
test_00808,1
test_00809,1
test_00810,0
test_00811,0
test_00812,0
test_00813,0
test_00814,0
test_00815,0
test_00816,1
test_00817,0
test_00818,1
test_00819,1
test_00820,1
test_00821,0
test_00822,0
test_00823,0
test_00824,0
test_00825,0
test_00826,0
test_00827,0
test_00828,1
test_00829,1
test_00830,1
test_00831,1
test_00832,0
test_00833,1
test_00834,0
test_00835,0
test_00836,0
test_00837,1
test_00838,0
test_00839,0
test_00840,1
test_00841,0
test_00842,1
test_00843,0
test_00844,0
test_00845,1
test_00846,0
test_00847,1
test_00848,1
test_00849,1
test_00850,0
test_00851,1
test_00852,0
test_00853,1
test_00854,0
test_00855,1
test_00856,0
test_00857,0
test_00858,1
test_00859,0
test_00860,0
test_00861,1
test_00862,0
test_00863,0
test_00864,0
test_00865,0
test_00866,0
test_00867,1
test_00868,0
test_00869,1
test_00870,0
test_00871,1
test_00872,1
test_00873,0
test_00874,1
test_00875,1
test_00876,1
test_00877,1
test_00878,1
test_00879,1
test_00880,1
test_00881,0
test_00882,1
test_00883,1
test_00884,0
test_00885,0
test_00886,0
test_00887,0
test_00888,0
test_00889,1
test_00890,0
test_00891,1
test_00892,1
test_00893,1
test_00894,0
test_00895,1
test_00896,1
test_00897,0
test_00898,0
test_00899,1
test_00900,0
test_00901,1
test_00902,1
test_00903,0
test_00904,1
test_00905,0
test_00906,0
test_00907,0
test_00908,0
test_00909,0
test_00910,0
test_00911,1
test_00912,1
test_00913,0
test_00914,0
test_00915,0
test_00916,1
test_00917,0
test_00918,0
test_00919,0
test_00920,1
test_00921,0
test_00922,0
test_00923,0
test_00924,0
test_00925,1
test_00926,0
test_00927,0
test_00928,1
test_00929,0
test_00930,0
test_00931,0
test_00932,1
test_00933,0
test_00934,1
test_00935,0
test_00936,1
test_00937,1
test_00938,0
test_00939,0
test_00940,0
test_00941,0
test_00942,1
test_00943,0
test_00944,0
test_00945,1
test_00946,1
test_00947,0
test_00948,1
test_00949,1
test_00950,0
test_00951,0
test_00952,0
test_00953,0
test_00954,0
test_00955,0
test_00956,0
test_00957,0
test_00958,0
test_00959,1
test_00960,0
test_00961,0
test_00962,0
test_00963,1
test_00964,0
test_00965,0
test_00966,1
test_00967,1
test_00968,1
test_00969,0
test_00970,1
test_00971,0
test_00972,0
test_00973,0
test_00974,0
test_00975,0
test_00976,1
test_00977,0
test_00978,0
test_00979,0
test_00980,1
test_00981,0
test_00982,0
test_00983,1
test_00984,0
test_00985,1
test_00986,1
test_00987,1
test_00988,0
test_00989,1
test_00990,0
test_00991,0
test_00992,0
test_00993,1
test_00994,1
test_00995,1
test_00996,1
test_00997,0
test_00998,1
test_00999,0
test_01000,1
test_01001,0
test_01002,0
test_01003,0
test_01004,0
test_01005,1
test_01006,1
test_01007,1
test_01008,0
test_01009,1
test_01010,0
test_01011,1
test_01012,1
test_01013,1
test_01014,1
test_01015,1
test_01016,0
test_01017,0
test_01018,0
test_01019,1
test_01020,0
test_01021,1
test_01022,0
test_01023,1
test_01024,1
test_01025,0
test_01026,1
test_01027,0
test_01028,0
test_01029,0
test_01030,1
test_01031,1
test_01032,1
test_01033,0
test_01034,1
test_01035,1
test_01036,1
test_01037,0
test_01038,0
test_01039,1
test_01040,0
test_01041,0
test_01042,1
test_01043,0
test_01044,1
test_01045,0
test_01046,0
test_01047,0
test_01048,1
test_01049,0
test_01050,1
test_01051,0
test_01052,0
test_01053,1
test_01054,1
test_01055,1
test_01056,0
test_01057,0
test_01058,1
test_01059,0
test_01060,1
test_01061,1
test_01062,0
test_01063,1
test_01064,1
test_01065,1
test_01066,0
test_01067,0
test_01068,1
test_01069,1
test_01070,0
test_01071,1
test_01072,0
test_01073,1
test_01074,1
test_01075,0
test_01076,1
test_01077,0
test_01078,0
test_01079,1
test_01080,1
test_01081,0
test_01082,0
test_01083,0
test_01084,0
test_01085,1
test_01086,1
test_01087,0
test_01088,1
test_01089,0
test_01090,1
test_01091,1
test_01092,0
test_01093,0
test_01094,1
test_01095,0
test_01096,1
test_01097,1
test_01098,0
test_01099,0
test_01100,1
test_01101,1
test_01102,1
test_01103,1
test_01104,1
test_01105,1
test_01106,1
test_01107,1
test_01108,1
test_01109,1
test_01110,1
test_01111,1
test_01112,1
test_01113,1
test_01114,0
test_01115,0
test_01116,1
test_01117,0
test_01118,0
test_01119,0
test_01120,1
test_01121,0
test_01122,0
test_01123,1
test_01124,0
test_01125,1
test_01126,0
test_01127,0
test_01128,0
test_01129,0
test_01130,0
test_01131,0
test_01132,1
test_01133,0
test_01134,0
test_01135,0
test_01136,0
test_01137,0
test_01138,0
test_01139,0
test_01140,0
test_01141,0
test_01142,1
test_01143,1
test_01144,0
test_01145,0
test_01146,1
test_01147,1
test_01148,0
test_01149,0
test_01150,1
test_01151,0
test_01152,0
test_01153,0
test_01154,1
test_01155,0
test_01156,1
test_01157,1
test_01158,1
test_01159,1
test_01160,0
test_01161,1
test_01162,1
test_01163,0
test_01164,0
test_01165,1
test_01166,0
test_01167,0
test_01168,1
test_01169,0
test_01170,1
test_01171,0
test_01172,0
test_01173,0
test_01174,1
test_01175,0
test_01176,0
test_01177,0
test_01178,1
test_01179,1
test_01180,0
test_01181,1
test_01182,1
test_01183,1
test_01184,0
test_01185,0
test_01186,0
test_01187,0
test_01188,0
test_01189,0
test_01190,1
test_01191,1
test_01192,0
test_01193,1
test_01194,0
test_01195,0
test_01196,1
test_01197,1
test_01198,0
test_01199,1
test_01200,1
test_01201,0
test_01202,0
test_01203,0
test_01204,0
test_01205,0
test_01206,0
test_01207,1
test_01208,0
test_01209,1
test_01210,0
test_01211,0
test_01212,0
test_01213,0
test_01214,1
test_01215,0
test_01216,0
test_01217,0
test_01218,1
test_01219,0
test_01220,1
test_01221,0
test_01222,0
test_01223,1
test_01224,0
test_01225,0
test_01226,0
test_01227,0
test_01228,0
test_01229,0
test_01230,0
test_01231,1
test_01232,1
test_01233,1
test_01234,1
test_01235,0
test_01236,0
test_01237,1
test_01238,0
test_01239,0
test_01240,0
test_01241,1
test_01242,1
test_01243,1
test_01244,1
test_01245,1
test_01246,1
test_01247,0
test_01248,1
test_01249,0
test_01250,1
test_01251,0
test_01252,1
test_01253,0
test_01254,0
test_01255,0
test_01256,0
test_01257,1
test_01258,1
test_01259,1
test_01260,1
test_01261,0
test_01262,0
test_01263,1
test_01264,0
test_01265,1
test_01266,0
test_01267,1
test_01268,1
test_01269,1
test_01270,1
test_01271,0
test_01272,0
test_01273,1
test_01274,0
test_01275,0
test_01276,0
test_01277,0
test_01278,0
test_01279,0
test_01280,0
test_01281,0
test_01282,0
test_01283,1
test_01284,0
test_01285,0
test_01286,0
test_01287,1
test_01288,1
test_01289,1
test_01290,0
test_01291,1
test_01292,1
test_01293,0
test_01294,1
test_01295,1
test_01296,1
test_01297,0
test_01298,1
test_01299,0
test_01300,0
test_01301,0
test_01302,1
test_01303,0
test_01304,0
test_01305,0
test_01306,1
test_01307,0
test_01308,0
test_01309,0
test_01310,0
test_01311,1
test_01312,0
test_01313,1
test_01314,1
test_01315,0
test_01316,0
test_01317,1
test_01318,1
test_01319,0
test_01320,1
test_01321,0
test_01322,1
test_01323,1
test_01324,0
test_01325,0
test_01326,0
test_01327,0
test_01328,0
test_01329,1
test_01330,0
test_01331,1
test_01332,0
test_01333,1
test_01334,0
test_01335,0
test_01336,1
test_01337,1
test_01338,0
test_01339,1
test_01340,0
test_01341,0
test_01342,0
test_01343,0
test_01344,0
test_01345,1
test_01346,1
test_01347,0
test_01348,1
test_01349,0
test_01350,0
test_01351,1
test_01352,0
test_01353,1
test_01354,1
test_01355,0
test_01356,0
test_01357,1
test_01358,0
test_01359,1
test_01360,0
test_01361,0
test_01362,1
test_01363,1
test_01364,1
test_01365,0
test_01366,0
test_01367,0
test_01368,1
test_01369,0
test_01370,1
test_01371,1
test_01372,0
test_01373,0
test_01374,1
test_01375,0
test_01376,0
test_01377,1
test_01378,0
test_01379,0
test_01380,0
test_01381,0
test_01382,0
test_01383,0
test_01384,1
test_01385,0
test_01386,0
test_01387,1
test_01388,1
test_01389,0
test_01390,0
test_01391,0
test_01392,1
test_01393,0
test_01394,1
test_01395,1
test_01396,0
test_01397,0
test_01398,0
test_01399,1
test_01400,1
test_01401,0
test_01402,1
test_01403,1
test_01404,0
test_01405,0
test_01406,1
test_01407,1
test_01408,0
test_01409,0
test_01410,1
test_01411,1
test_01412,0
test_01413,1
test_01414,1
test_01415,1
test_01416,0
test_01417,1
test_01418,0
test_01419,1
test_01420,1
test_01421,1
test_01422,0
test_01423,0
test_01424,1
test_01425,0
test_01426,1
test_01427,1
test_01428,1
test_01429,0
test_01430,0
test_01431,0
test_01432,1
test_01433,1
test_01434,1
test_01435,1
test_01436,1
test_01437,1
test_01438,1
test_01439,0
test_01440,0
test_01441,0
test_01442,0
test_01443,0
test_01444,0
test_01445,1
test_01446,0
test_01447,1
test_01448,0
test_01449,1
test_01450,1
test_01451,1
test_01452,0
test_01453,0
test_01454,0
test_01455,0
test_01456,1
test_01457,0
test_01458,1
test_01459,1
test_01460,0
test_01461,0
test_01462,0
test_01463,1
test_01464,1
test_01465,1
test_01466,0
test_01467,0
test_01468,1
test_01469,1
test_01470,0
test_01471,0
test_01472,0
test_01473,1
test_01474,0
test_01475,0
test_01476,0
test_01477,0
test_01478,0
test_01479,1
test_01480,0
test_01481,0
test_01482,1
test_01483,1
test_01484,1
test_01485,1
test_01486,1
test_01487,1
test_01488,1
test_01489,1
test_01490,0
test_01491,1
test_01492,0
test_01493,1
test_01494,0
test_01495,1
test_01496,1
test_01497,1
test_01498,0
test_01499,0
test_01500,0
test_01501,0
test_01502,0
test_01503,0
test_01504,0
test_01505,0
test_01506,0
test_01507,1
test_01508,0
test_01509,0
test_01510,1
test_01511,1
test_01512,0
test_01513,1
test_01514,0
test_01515,0
test_01516,0
test_01517,0
test_01518,0
test_01519,0
test_01520,0
test_01521,1
test_01522,1
test_01523,0
test_01524,0
test_01525,1
test_01526,0
test_01527,1
test_01528,1
test_01529,0
test_01530,0
test_01531,1
test_01532,0
test_01533,0
test_01534,1
test_01535,0
test_01536,0
test_01537,1
test_01538,0
test_01539,0
test_01540,0
test_01541,1
test_01542,1
test_01543,0
test_01544,0
test_01545,0
test_01546,0
test_01547,0
test_01548,1
test_01549,1
test_01550,0
test_01551,1
test_01552,0
test_01553,0
test_01554,0
test_01555,0
test_01556,1
test_01557,0
test_01558,0
test_01559,1
test_01560,1
test_01561,0
test_01562,1
test_01563,0
test_01564,1
test_01565,0
test_01566,1
test_01567,0
test_01568,1
test_01569,0
test_01570,1
test_01571,0
test_01572,1
test_01573,1
test_01574,0
test_01575,0
test_01576,0
test_01577,1
test_01578,0
test_01579,1
test_01580,1
test_01581,1
test_01582,1
test_01583,1
test_01584,0
test_01585,1
test_01586,0
test_01587,0
test_01588,0
test_01589,0
test_01590,0
test_01591,0
test_01592,1
test_01593,0
test_01594,0
test_01595,1
test_01596,0
test_01597,0
test_01598,0
test_01599,0
test_01600,1
test_01601,0
test_01602,1
test_01603,1
test_01604,1
test_01605,0
test_01606,0
test_01607,0
test_01608,1
test_01609,0
test_01610,0
test_01611,1
test_01612,0
test_01613,1
test_01614,1
test_01615,0
test_01616,1
test_01617,1
test_01618,1
test_01619,0
test_01620,1
test_01621,1
test_01622,1
test_01623,1
test_01624,1
test_01625,1
test_01626,1
test_01627,0
test_01628,0
test_01629,1
test_01630,1
test_01631,0
test_01632,1
test_01633,1
test_01634,0
test_01635,0
test_01636,0
test_01637,1
test_01638,1
test_01639,1
test_01640,0
test_01641,1
test_01642,0
test_01643,0
test_01644,0
test_01645,0
test_01646,1
test_01647,0
test_01648,1
test_01649,0
test_01650,0
test_01651,1
test_01652,0
test_01653,1
test_01654,0
test_01655,1
test_01656,1
test_01657,0
test_01658,0
test_01659,0
test_01660,1
test_01661,1
test_01662,1
test_01663,1
test_01664,1
test_01665,1
test_01666,1
test_01667,0
test_01668,0
test_01669,1
test_01670,0
test_01671,0
test_01672,1
test_01673,0
test_01674,1
test_01675,0
test_01676,0
test_01677,0
test_01678,1
test_01679,1
test_01680,1
test_01681,1
test_01682,0
test_01683,1
test_01684,0
test_01685,0
test_01686,0
test_01687,0
test_01688,1
test_01689,0
test_01690,1
test_01691,1
test_01692,0
test_01693,1
test_01694,0
test_01695,0
test_01696,0
test_01697,1
test_01698,0
test_01699,0
test_01700,0
test_01701,0
test_01702,0
test_01703,1
test_01704,1
test_01705,0
test_01706,0
test_01707,1
test_01708,0
test_01709,1
test_01710,1
test_01711,0
test_01712,1
test_01713,1
test_01714,1
test_01715,1
test_01716,1
test_01717,1
test_01718,1
test_01719,1
test_01720,0
test_01721,1
test_01722,0
test_01723,0
test_01724,0
test_01725,0
test_01726,0
test_01727,1
test_01728,0
test_01729,1
test_01730,0
test_01731,1
test_01732,0
test_01733,0
test_01734,1
test_01735,1
test_01736,0
test_01737,1
test_01738,0
test_01739,1
test_01740,0
test_01741,0
test_01742,1
test_01743,1
test_01744,0
test_01745,1
test_01746,0
test_01747,1
test_01748,0
test_01749,0
test_01750,0
test_01751,1
test_01752,0
test_01753,1
test_01754,1
test_01755,1
test_01756,0
test_01757,0
test_01758,1
test_01759,0
test_01760,1
test_01761,0
test_01762,0
test_01763,1
test_01764,0
test_01765,0
test_01766,1
test_01767,1
test_01768,1
test_01769,1
test_01770,1
test_01771,1
test_01772,0
test_01773,0
test_01774,1
test_01775,0
test_01776,0
test_01777,1
test_01778,0
test_01779,0
test_01780,1
test_01781,1
test_01782,1
test_01783,1
test_01784,1
test_01785,1
test_01786,1
test_01787,1
test_01788,1
test_01789,1
test_01790,0
test_01791,0
test_01792,1
test_01793,0
test_01794,0
test_01795,0
test_01796,1
test_01797,0
test_01798,0
test_01799,0
test_01800,0
test_01801,1
test_01802,0
test_01803,0
test_01804,0
test_01805,0
test_01806,0
test_01807,1
test_01808,0
test_01809,1
test_01810,0
test_01811,0
test_01812,1
test_01813,1
test_01814,1
test_01815,0
test_01816,1
test_01817,1
test_01818,1
test_01819,0
test_01820,0
test_01821,0
test_01822,1
test_01823,0
test_01824,1
test_01825,0
test_01826,0
test_01827,0
test_01828,0
test_01829,1
test_01830,1
test_01831,1
test_01832,0
test_01833,0
test_01834,1
test_01835,0
test_01836,0
test_01837,0
test_01838,1
test_01839,0
test_01840,1
test_01841,0
test_01842,1
test_01843,0
test_01844,1
test_01845,1
test_01846,0
test_01847,0
test_01848,0
test_01849,0
test_01850,0
test_01851,0
test_01852,1
test_01853,0
test_01854,0
test_01855,0
test_01856,1
test_01857,1
test_01858,1
test_01859,0
test_01860,1
test_01861,0
test_01862,1
test_01863,0
test_01864,0
test_01865,1
test_01866,0
test_01867,0
test_01868,0
test_01869,1
test_01870,0
test_01871,1
test_01872,0
test_01873,1
test_01874,1
test_01875,0
test_01876,1
test_01877,0
test_01878,1
test_01879,0
test_01880,0
test_01881,1
test_01882,1
test_01883,0
test_01884,1
test_01885,0
test_01886,0
test_01887,1
test_01888,0
test_01889,0
test_01890,1
test_01891,1
test_01892,0
test_01893,0
test_01894,1
test_01895,0
test_01896,0
test_01897,0
test_01898,1
test_01899,1
test_01900,0
test_01901,1
test_01902,0
test_01903,1
test_01904,1
test_01905,1
test_01906,0
test_01907,1
test_01908,1
test_01909,0
test_01910,0
test_01911,0
test_01912,1
test_01913,1
test_01914,0
test_01915,1
test_01916,1
test_01917,0
test_01918,1
test_01919,0
test_01920,0
test_01921,0
test_01922,0
test_01923,0
test_01924,0
test_01925,1
test_01926,1
test_01927,0
test_01928,1
test_01929,0
test_01930,1
test_01931,1
test_01932,0
test_01933,1
test_01934,0
test_01935,0
test_01936,1
test_01937,0
test_01938,0
test_01939,0
test_01940,1
test_01941,0
test_01942,0
test_01943,0
test_01944,1
test_01945,0
test_01946,1
test_01947,1
test_01948,0
test_01949,0
test_01950,0
test_01951,0
test_01952,1
test_01953,1
test_01954,1
test_01955,1
test_01956,1
test_01957,1
test_01958,1
test_01959,1
test_01960,0
test_01961,0
test_01962,0
test_01963,0
test_01964,1
test_01965,1
test_01966,0
test_01967,0
test_01968,0
test_01969,1
test_01970,1
test_01971,0
test_01972,0
test_01973,0
test_01974,1
test_01975,0
test_01976,0
test_01977,0
test_01978,1
test_01979,1
test_01980,1
test_01981,1
test_01982,0
test_01983,0
test_01984,0
test_01985,0
test_01986,0
test_01987,0
test_01988,0
test_01989,0
test_01990,0
test_01991,0
test_01992,0
test_01993,0
test_01994,1
test_01995,0
test_01996,1
test_01997,0
test_01998,0
test_01999,1
